[2025-02-18 15:40:13] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-02-18 15:40:13] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, create_zip_archive, wrapup
[2025-02-18 15:40:13] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-02-18 15:40:15] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-02-18 15:40:15] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-02-18 15:40:15] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-02-18 15:40:15] [class-ss-setup-task.php:33] Creating archive directory: C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213\
[2025-02-18 15:40:15] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost:10052/
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:41:20] [class-ss-page.php:119] Checking Content Identical:79cd3587d565afe290076a8d36c31c305a573d18===. Value: FALSE
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-includes/js/jquery/jquery-migrate.min.js
[2025-02-18 15:41:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:58; Total: 872
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4aa201ea02-9dARC4.tmp
[2025-02-18 15:41:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-includes/js/jquery/jquery-migrate.min.js?simply_static_page=815
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10052/wp-includes/js/jquery/jquery-migrate.min.js?simply_static_page=815
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:103] Filesize: 13577 bytes
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-includes/js/jquery/jquery-migrate.min.js
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4aa201ea02-9dARC4.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-includes/js/jquery/jquery-migrate.min.js
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:41:20] [class-ss-page.php:119] Checking Content Identical:3ad0c10e501ac2a9bfa18f9cd7e700219b378738===. Value: FALSE
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js
[2025-02-18 15:41:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:57; Total: 872
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4aa2027463-IH31zA.tmp
[2025-02-18 15:41:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?simply_static_page=816
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10052/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?simply_static_page=816
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:103] Filesize: 9636 bytes
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4aa2027463-IH31zA.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:41:20] [class-ss-page.php:119] Checking Content Identical:b9c2ed774177fc0fceba5cb58113024b23fe4fb7===. Value: FALSE
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js
[2025-02-18 15:41:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:56; Total: 872
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4aa20301d4-wBmZqq.tmp
[2025-02-18 15:41:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?simply_static_page=817
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10052/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?simply_static_page=817
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:103] Filesize: 3997 bytes
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4aa20301d4-wBmZqq.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:41:20] [class-ss-page.php:119] Checking Content Identical:0feda2af8f3cdcfee2813f2e2120fdbced55c169===. Value: FALSE
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js
[2025-02-18 15:41:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:55; Total: 872
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4aa2038093-CnVdwE.tmp
[2025-02-18 15:41:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?simply_static_page=818
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10052/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?simply_static_page=818
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:103] Filesize: 1720 bytes
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4aa2038093-CnVdwE.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:41:20] [class-ss-page.php:119] Checking Content Identical:d3a78cb77ccec297c9d32fee99a2a4761f604a8c===. Value: FALSE
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js
[2025-02-18 15:41:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:54; Total: 872
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4aa2041756-O1Duak.tmp
[2025-02-18 15:41:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?simply_static_page=819
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10052/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?simply_static_page=819
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:103] Filesize: 2821 bytes
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4aa2041756-O1Duak.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:41:20] [class-ss-page.php:119] Checking Content Identical:6f3ce8e2d62a7262978b5e41566a04283de44d9a===. Value: FALSE
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-includes/js/dist/hooks.min.js
[2025-02-18 15:41:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:53; Total: 872
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4aa204b25d-uzeHEU.tmp
[2025-02-18 15:41:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-includes/js/dist/hooks.min.js?simply_static_page=820
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10052/wp-includes/js/dist/hooks.min.js?simply_static_page=820
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:103] Filesize: 4307 bytes
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-includes/js/dist/hooks.min.js
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4aa204b25d-uzeHEU.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-includes/js/dist/hooks.min.js
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:41:20] [class-ss-page.php:119] Checking Content Identical:ee6aa3d65b474309376468b24bb6f829a4514809===. Value: FALSE
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-includes/js/dist/i18n.min.js
[2025-02-18 15:41:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:52; Total: 872
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4aa20533db-rT8NiV.tmp
[2025-02-18 15:41:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-includes/js/dist/i18n.min.js?simply_static_page=821
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10052/wp-includes/js/dist/i18n.min.js?simply_static_page=821
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:103] Filesize: 9141 bytes
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-includes/js/dist/i18n.min.js
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4aa20533db-rT8NiV.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-includes/js/dist/i18n.min.js
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:41:20] [class-ss-page.php:119] Checking Content Identical:9997a1745f48bdd233dbe9bd8164daa53eba105b===. Value: FALSE
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-content/plugins/give/assets/dist/js/give.js
[2025-02-18 15:41:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:51; Total: 872
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4aa205cc4c-y0suLv.tmp
[2025-02-18 15:41:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-content/plugins/give/assets/dist/js/give.js?simply_static_page=822
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10052/wp-content/plugins/give/assets/dist/js/give.js?simply_static_page=822
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:103] Filesize: 162217 bytes
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/give/assets/dist/js/give.js
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4aa205cc4c-y0suLv.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-content/plugins/give/assets/dist/js/give.js
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:41:20] [class-ss-page.php:119] Checking Content Identical:8c1a785ec063fb24d0e31f25eeaf1b07c7021b1c===. Value: FALSE
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-content/themes/astra/assets/js/minified/frontend.min.js
[2025-02-18 15:41:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:50; Total: 872
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4aa20681a6-HT0vT6.tmp
[2025-02-18 15:41:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-content/themes/astra/assets/js/minified/frontend.min.js?simply_static_page=823
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10052/wp-content/themes/astra/assets/js/minified/frontend.min.js?simply_static_page=823
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:103] Filesize: 23659 bytes
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/themes/astra/assets/js/minified/frontend.min.js
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4aa20681a6-HT0vT6.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-content/themes/astra/assets/js/minified/frontend.min.js
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:41:20] [class-ss-page.php:119] Checking Content Identical:3576353c10ec109664743f318dc8a33b49667781===. Value: FALSE
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-content/plugins/give/assets/dist/js/give-donation-summary.js
[2025-02-18 15:41:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:49; Total: 872
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4aa20719b8-3h0oeW.tmp
[2025-02-18 15:41:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-content/plugins/give/assets/dist/js/give-donation-summary.js?simply_static_page=824
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10052/wp-content/plugins/give/assets/dist/js/give-donation-summary.js?simply_static_page=824
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:103] Filesize: 5162 bytes
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/give/assets/dist/js/give-donation-summary.js
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4aa20719b8-3h0oeW.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-content/plugins/give/assets/dist/js/give-donation-summary.js
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:41:20] [class-ss-page.php:119] Checking Content Identical:62031c99a7bb34b71f19ac4053a6d6d858d89f8a===. Value: FALSE
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-includes/js/dist/dom-ready.min.js
[2025-02-18 15:41:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:48; Total: 872
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4aa207aa5a-Ytvw6k.tmp
[2025-02-18 15:41:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-includes/js/dist/dom-ready.min.js?simply_static_page=825
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10052/wp-includes/js/dist/dom-ready.min.js?simply_static_page=825
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:103] Filesize: 457 bytes
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-includes/js/dist/dom-ready.min.js
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4aa207aa5a-Ytvw6k.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-includes/js/dist/dom-ready.min.js
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:41:20] [class-ss-page.php:119] Checking Content Identical:3c03312717fb495c051d02a3d27ec0d8abc2557d===. Value: FALSE
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-content/plugins/astra-sites/inc/lib/onboarding/assets/dist/template-preview/main.js
[2025-02-18 15:41:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:47; Total: 872
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4aa20823c4-0pgKex.tmp
[2025-02-18 15:41:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-content/plugins/astra-sites/inc/lib/onboarding/assets/dist/template-preview/main.js?simply_static_page=826
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10052/wp-content/plugins/astra-sites/inc/lib/onboarding/assets/dist/template-preview/main.js?simply_static_page=826
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:103] Filesize: 6581 bytes
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/astra-sites/inc/lib/onboarding/assets/dist/template-preview/main.js
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4aa20823c4-0pgKex.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-content/plugins/astra-sites/inc/lib/onboarding/assets/dist/template-preview/main.js
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:41:20] [class-ss-page.php:119] Checking Content Identical:fad4e52c06b86b8df6a4220707aad9c01ff74f7e===. Value: FALSE
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.min.js
[2025-02-18 15:41:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:46; Total: 872
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4aa208b7c6-h56mGa.tmp
[2025-02-18 15:41:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.min.js?simply_static_page=827
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10052/wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.min.js?simply_static_page=827
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:103] Filesize: 15315 bytes
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.min.js
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4aa208b7c6-h56mGa.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-content/plugins/woocommerce/assets/js/sourcebuster/sourcebuster.min.js
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:41:20] [class-ss-page.php:119] Checking Content Identical:1474b07026c758629a82df51a5e4fbb7abf531df===. Value: FALSE
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:69] URL: http://localhost:10052/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.min.js
[2025-02-18 15:41:20] [class-ss-task.php:58] [PAGES STATUS] Remaining:45; Total: 872
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Windows\TEMP/67b4aa2094aaa-XJD3vZ.tmp
[2025-02-18 15:41:20] [class-ss-page-handler.php:38] URL Prepared:http://localhost:10052/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.min.js?simply_static_page=828
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost:10052/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.min.js?simply_static_page=828
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:103] Filesize: 2356 bytes
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/x-javascript
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.min.js
[2025-02-18 15:41:20] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Windows\TEMP/67b4aa2094aaa-XJD3vZ.tmp to C:\Users\PC\Local Sites\myproject-1\app\public/wp-content/uploads\simply-static\temp-files/simply-static-1-1739893213/wp-content/plugins/woocommerce/assets/js/frontend/order-attribution.min.js
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-18 15:41:20] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-18 15:41:20] [class-ss-page.php:119] Checking Content Identical:e8b296c630f6a246a051e71b463e00c66e43876d===. Value: FALSE
